1.226478348182569e-6	8.294664912417036e-7	2.4784036912482014e-7	0
3.421758363178211e-9	5.000641124807174e-7	3.6687869042447e-7	0
5.961835155587692e-7	6.864037272502774e-7	6.016293083698001e-7	0
3.827116037967238e-7	4.704869220650905e-7	1.4335079840772437e-7	0
1.2662262488444984e-6	5.840587651773306e-7	4.655403041846416e-7	0
1.0360047404814423e-6	7.180803253980429e-7	5.595683229193379e-7	0
7.581709778030306e-7	5.269983965166686e-7	3.3157072047281756e-7	0
6.612439515866905e-7	8.222486311699473e-7	8.447272121849045e-8	0
3.07622643015695e-7	4.949702899113445e-7	5.500228976785897e-7	0
7.003107879462958e-7	8.49762081115911e-7	2.8018830112227784e-7	0
1.0845401973077265e-7	7.221134214290941e-7	3.9310734175396774e-7	0
1.180096777358062e-6	7.978342665810848e-7	6.124338279479199e-7	0
6.763014592230167e-7	6.36266535243505e-7	5.16275228579497e-7	0
2.7750397027186652e-8	8.207635339877067e-7	4.186315535667739e-7	0
5.504838564581806e-7	7.654580365022367e-7	1.8641046594835255e-7	0
1.222484509562064e-7	7.242547322929784e-7	5.067387210405075e-7	0
1.2628007039428346e-6	5.26739220750871e-7	1.0875820139695236e-7	0
2.5707554528533714e-8	4.741937941759276e-7	6.028449588983284e-7	0
1.032573850921134e-6	8.573980246724309e-7	3.201436249773612e-7	0
1.048387147583625e-6	4.4722658907067286e-7	3.887451207434251e-7	0
1.7211327181514796e-7	4.87574358862153e-7	6.637278477579215e-8	0
1.0847970407644178e-6	5.14165795523525e-7	6.577815318713568e-8	0
7.127116232109815e-7	7.083734387527525e-7	2.9469414955927205e-7	0
6.75022290420774e-8	8.344029765779323e-7	2.558525554877186e-7	0
1.1339742089692402e-6	4.857078836257624e-7	2.74332699477056e-7	0
1.1850599387814745e-6	7.928688224424238e-7	4.039440150457003e-7	0
1.2843459885154138e-7	8.417304084285795e-7	4.862321528196891e-7	0
1.176433407531281e-6	6.179342846458249e-7	5.329211743727286e-7	0
6.210438263733048e-7	5.324175515208056e-7	2.7720437500192195e-8	0
5.235416354700157e-7	4.5628438461763697e-7	6.484744585940647e-7	0
5.889997332701493e-7	7.270532963751462e-7	3.4669966753125553e-7	0
5.6932337743488584e-8	6.905562390686431e-7	1.511895999284824e-7	0
6.385806607518349e-7	5.828185443468315e-7	3.7815940107140534e-7	0
7.923953111757499e-7	8.218235413192147e-7	5.756649741959772e-7	0
4.393326859707272e-7	7.905978454744191e-7	1.289472662081034e-8	0
1.4324406352203985e-7	5.193451038792163e-7	4.436716812125593e-7	0
7.97076769820835e-7	4.911791301210253e-7	5.321132594938264e-8	0
4.1212233898891824e-7	6.341999041122137e-7	4.135349867290271e-8	0
4.98687887019652e-7	6.274703396800571e-7	5.462983487832379e-7	0
3.067592495451073e-7	6.946274275290212e-7	4.53606159005159e-7	0
8.787543938965912e-7	4.685486872475127e-7	6.241363294847657e-7	0
1.0278848751732966e-6	8.129464208791981e-7	5.77035481478243e-8	0
7.541740727802861e-7	6.493150421143117e-7	2.2490009256165307e-8	0
6.094072370763435e-7	4.629694397798793e-7	2.080089810837131e-7	0
1.254899704148909e-6	7.444083770437823e-7	1.0356027618666878e-7	0
7.81339012714406e-7	7.593163477315184e-7	1.4594825925245723e-7	0
4.83051810991827e-7	6.010876211411209e-7	1.7504169646679834e-7	0
5.014767932203407e-7	8.562858501592283e-7	8.294633604852568e-8	0
2.826732618304623e-8	4.5791630836235473e-7	2.1377626579354846e-7	0
1.1233380230156179e-6	7.136677333394565e-7	2.8218291892418865e-7	0
1.188754374022045e-6	5.047975797570863e-7	6.014991416850477e-7	0
4.3914952510542684e-7	7.555851322333012e-7	2.1192286360480047e-7	0
1.0884897822849618e-6	7.142103163276237e-7	4.2208618136494484e-8	0
1.1806549441223688e-7	6.110211915252864e-7	5.251663806132347e-7	0
8.392047770407366e-7	6.715629715005865e-7	5.805125920027624e-7	0
3.177388271275484e-7	5.729008966152826e-7	2.63451996063721e-7	0
5.282484210900984e-7	7.399240431200038e-7	4.434054075784317e-7	0
9.428849902771608e-7	7.405279537766934e-7	6.333169467673029e-7	0
6.430485307428075e-7	4.603422334857374e-7	4.826760208990035e-7	0
7.105305254212251e-7	7.626271730637307e-7	5.002122852422924e-7	0
1.4772848400104293e-7	6.564804855082598e-7	8.690244030669296e-8	0
1.0212904907028172e-6	7.972652823964608e-7	1.942169927434021e-7	0
1.1165194291315958e-6	5.843179647603721e-7	3.387125786647777e-7	0
6.924965579345113e-7	5.479891720471614e-7	2.381315626160864e-7	0
5.558963116441141e-7	7.445374987771842e-7	5.9083150563614236e-8	0
2.8487270741995974e-7	4.553801073485106e-7	2.356707952303227e-7	0
9.139046784407247e-7	8.563946675321018e-7	6.439687742502681e-9	0
4.4307485077203737e-7	5.037099059379453e-7	2.978102196482083e-7	0
1.188789320020748e-6	6.612455940006735e-7	5.306172883269172e-8	0
2.5656209436101814e-7	7.357893634225992e-7	7.673258217547559e-8	0
1.0033007023175747e-6	4.888391254861306e-7	2.323395044520314e-7	0
3.3801661441616476e-7	8.027419121695146e-7	3.3062229910700806e-7	0
1.551764598427772e-7	8.345219570230185e-7	2.1674259366688377e-8	0
8.250766613490167e-7	7.301236329600443e-7	3.663973957713836e-7	0
9.311673220503145e-7	5.577090602872132e-7	5.476796241641308e-7	0
9.177690230179838e-7	7.591724679756933e-7	1.1142778945902362e-7	0
6.010309368934519e-7	6.468968957571948e-7	1.3251732148634008e-7	0
2.4892880258663653e-7	7.465735893397523e-7	5.710698089368428e-7	0
1.1195710316985446e-6	6.959698399540889e-7	4.4166445976864627e-7	0
8.905879900852857e-7	5.425021414637727e-7	9.032616322383541e-8	0
9.010530519752797e-7	4.767384809601967e-7	4.266226988029375e-7	0
3.7896893000739846e-7	5.781636934373929e-7	5.062377467465649e-7	0
7.835769999331629e-7	5.771831934118949e-7	1.341694775377457e-7	0
1.1593394868943635e-7	4.814769239439822e-7	3.23634609738685e-7	0
1.8822306540727798e-7	8.211238073892353e-7	2.571093691255428e-7	0
1.0109390651301918e-6	5.976578253120273e-7	4.366037802335052e-7	0
9.417219801047894e-7	7.310847051753355e-7	3.5731181251864116e-7	0
1.6325000000000002e-8	3.265e-7	1.6325000000000002e-8	1
1.6325000000000002e-8	3.265e-7	4.897500000000001e-8	1
1.6325000000000002e-8	3.265e-7	8.162500000000002e-8	1
1.6325000000000002e-8	3.265e-7	1.1427500000000001e-7	1
1.6325000000000002e-8	3.265e-7	1.4692500000000003e-7	1
1.6325000000000002e-8	3.265e-7	1.7957500000000004e-7	1
1.6325000000000002e-8	3.265e-7	2.1222500000000004e-7	1
1.6325000000000002e-8	3.265e-7	2.4487500000000003e-7	1
1.6325000000000002e-8	3.265e-7	2.7752500000000004e-7	1
1.6325000000000002e-8	3.265e-7	3.1017500000000006e-7	1
1.6325000000000002e-8	3.265e-7	3.428250000000001e-7	1
1.6325000000000002e-8	3.265e-7	3.7547500000000005e-7	1
1.6325000000000002e-8	3.265e-7	4.0812500000000006e-7	1
1.6325000000000002e-8	3.265e-7	4.407750000000001e-7	1
1.6325000000000002e-8	3.265e-7	4.7342500000000005e-7	1
1.6325000000000002e-8	3.265e-7	5.060750000000001e-7	1
1.6325000000000002e-8	3.265e-7	5.387250000000001e-7	1
1.6325000000000002e-8	3.265e-7	5.713750000000001e-7	1
1.6325000000000002e-8	3.265e-7	6.040250000000001e-7	1
1.6325000000000002e-8	3.265e-7	6.366750000000001e-7	1
4.897500000000001e-8	3.265e-7	1.6325000000000002e-8	1
4.897500000000001e-8	3.265e-7	4.897500000000001e-8	1
4.897500000000001e-8	3.265e-7	8.162500000000002e-8	1
4.897500000000001e-8	3.265e-7	1.1427500000000001e-7	1
4.897500000000001e-8	3.265e-7	1.4692500000000003e-7	1
4.897500000000001e-8	3.265e-7	1.7957500000000004e-7	1
4.897500000000001e-8	3.265e-7	2.1222500000000004e-7	1
4.897500000000001e-8	3.265e-7	2.4487500000000003e-7	1
4.897500000000001e-8	3.265e-7	2.7752500000000004e-7	1
4.897500000000001e-8	3.265e-7	3.1017500000000006e-7	1
4.897500000000001e-8	3.265e-7	3.428250000000001e-7	1
4.897500000000001e-8	3.265e-7	3.7547500000000005e-7	1
4.897500000000001e-8	3.265e-7	4.0812500000000006e-7	1
4.897500000000001e-8	3.265e-7	4.407750000000001e-7	1
4.897500000000001e-8	3.265e-7	4.7342500000000005e-7	1
4.897500000000001e-8	3.265e-7	5.060750000000001e-7	1
4.897500000000001e-8	3.265e-7	5.387250000000001e-7	1
4.897500000000001e-8	3.265e-7	5.713750000000001e-7	1
4.897500000000001e-8	3.265e-7	6.040250000000001e-7	1
4.897500000000001e-8	3.265e-7	6.366750000000001e-7	1
8.162500000000002e-8	3.265e-7	1.6325000000000002e-8	1
8.162500000000002e-8	3.265e-7	4.897500000000001e-8	1
8.162500000000002e-8	3.265e-7	8.162500000000002e-8	1
8.162500000000002e-8	3.265e-7	1.1427500000000001e-7	1
8.162500000000002e-8	3.265e-7	1.4692500000000003e-7	1
8.162500000000002e-8	3.265e-7	1.7957500000000004e-7	1
8.162500000000002e-8	3.265e-7	2.1222500000000004e-7	1
8.162500000000002e-8	3.265e-7	2.4487500000000003e-7	1
8.162500000000002e-8	3.265e-7	2.7752500000000004e-7	1
8.162500000000002e-8	3.265e-7	3.1017500000000006e-7	1
8.162500000000002e-8	3.265e-7	3.428250000000001e-7	1
8.162500000000002e-8	3.265e-7	3.7547500000000005e-7	1
8.162500000000002e-8	3.265e-7	4.0812500000000006e-7	1
8.162500000000002e-8	3.265e-7	4.407750000000001e-7	1
8.162500000000002e-8	3.265e-7	4.7342500000000005e-7	1
8.162500000000002e-8	3.265e-7	5.060750000000001e-7	1
8.162500000000002e-8	3.265e-7	5.387250000000001e-7	1
8.162500000000002e-8	3.265e-7	5.713750000000001e-7	1
8.162500000000002e-8	3.265e-7	6.040250000000001e-7	1
8.162500000000002e-8	3.265e-7	6.366750000000001e-7	1
1.1427500000000001e-7	3.265e-7	1.6325000000000002e-8	1
1.1427500000000001e-7	3.265e-7	4.897500000000001e-8	1
1.1427500000000001e-7	3.265e-7	8.162500000000002e-8	1
1.1427500000000001e-7	3.265e-7	1.1427500000000001e-7	1
1.1427500000000001e-7	3.265e-7	1.4692500000000003e-7	1
1.1427500000000001e-7	3.265e-7	1.7957500000000004e-7	1
1.1427500000000001e-7	3.265e-7	2.1222500000000004e-7	1
1.1427500000000001e-7	3.265e-7	2.4487500000000003e-7	1
1.1427500000000001e-7	3.265e-7	2.7752500000000004e-7	1
1.1427500000000001e-7	3.265e-7	3.1017500000000006e-7	1
1.1427500000000001e-7	3.265e-7	3.428250000000001e-7	1
1.1427500000000001e-7	3.265e-7	3.7547500000000005e-7	1
1.1427500000000001e-7	3.265e-7	4.0812500000000006e-7	1
1.1427500000000001e-7	3.265e-7	4.407750000000001e-7	1
1.1427500000000001e-7	3.265e-7	4.7342500000000005e-7	1
1.1427500000000001e-7	3.265e-7	5.060750000000001e-7	1
1.1427500000000001e-7	3.265e-7	5.387250000000001e-7	1
1.1427500000000001e-7	3.265e-7	5.713750000000001e-7	1
1.1427500000000001e-7	3.265e-7	6.040250000000001e-7	1
1.1427500000000001e-7	3.265e-7	6.366750000000001e-7	1
1.4692500000000003e-7	3.265e-7	1.6325000000000002e-8	1
1.4692500000000003e-7	3.265e-7	4.897500000000001e-8	1
1.4692500000000003e-7	3.265e-7	8.162500000000002e-8	1
1.4692500000000003e-7	3.265e-7	1.1427500000000001e-7	1
1.4692500000000003e-7	3.265e-7	1.4692500000000003e-7	1
1.4692500000000003e-7	3.265e-7	1.7957500000000004e-7	1
1.4692500000000003e-7	3.265e-7	2.1222500000000004e-7	1
1.4692500000000003e-7	3.265e-7	2.4487500000000003e-7	1
1.4692500000000003e-7	3.265e-7	2.7752500000000004e-7	1
1.4692500000000003e-7	3.265e-7	3.1017500000000006e-7	1
1.4692500000000003e-7	3.265e-7	3.428250000000001e-7	1
1.4692500000000003e-7	3.265e-7	3.7547500000000005e-7	1
1.4692500000000003e-7	3.265e-7	4.0812500000000006e-7	1
1.4692500000000003e-7	3.265e-7	4.407750000000001e-7	1
1.4692500000000003e-7	3.265e-7	4.7342500000000005e-7	1
1.4692500000000003e-7	3.265e-7	5.060750000000001e-7	1
1.4692500000000003e-7	3.265e-7	5.387250000000001e-7	1
1.4692500000000003e-7	3.265e-7	5.713750000000001e-7	1
1.4692500000000003e-7	3.265e-7	6.040250000000001e-7	1
1.4692500000000003e-7	3.265e-7	6.366750000000001e-7	1
1.7957500000000004e-7	3.265e-7	1.6325000000000002e-8	1
1.7957500000000004e-7	3.265e-7	4.897500000000001e-8	1
1.7957500000000004e-7	3.265e-7	8.162500000000002e-8	1
1.7957500000000004e-7	3.265e-7	1.1427500000000001e-7	1
1.7957500000000004e-7	3.265e-7	1.4692500000000003e-7	1
1.7957500000000004e-7	3.265e-7	1.7957500000000004e-7	1
1.7957500000000004e-7	3.265e-7	2.1222500000000004e-7	1
1.7957500000000004e-7	3.265e-7	2.4487500000000003e-7	1
1.7957500000000004e-7	3.265e-7	2.7752500000000004e-7	1
1.7957500000000004e-7	3.265e-7	3.1017500000000006e-7	1
1.7957500000000004e-7	3.265e-7	3.428250000000001e-7	1
1.7957500000000004e-7	3.265e-7	3.7547500000000005e-7	1
1.7957500000000004e-7	3.265e-7	4.0812500000000006e-7	1
1.7957500000000004e-7	3.265e-7	4.407750000000001e-7	1
1.7957500000000004e-7	3.265e-7	4.7342500000000005e-7	1
1.7957500000000004e-7	3.265e-7	5.060750000000001e-7	1
1.7957500000000004e-7	3.265e-7	5.387250000000001e-7	1
1.7957500000000004e-7	3.265e-7	5.713750000000001e-7	1
1.7957500000000004e-7	3.265e-7	6.040250000000001e-7	1
1.7957500000000004e-7	3.265e-7	6.366750000000001e-7	1
2.1222500000000004e-7	3.265e-7	1.6325000000000002e-8	1
2.1222500000000004e-7	3.265e-7	4.897500000000001e-8	1
2.1222500000000004e-7	3.265e-7	8.162500000000002e-8	1
2.1222500000000004e-7	3.265e-7	1.1427500000000001e-7	1
2.1222500000000004e-7	3.265e-7	1.4692500000000003e-7	1
2.1222500000000004e-7	3.265e-7	1.7957500000000004e-7	1
2.1222500000000004e-7	3.265e-7	2.1222500000000004e-7	1
2.1222500000000004e-7	3.265e-7	2.4487500000000003e-7	1
2.1222500000000004e-7	3.265e-7	2.7752500000000004e-7	1
2.1222500000000004e-7	3.265e-7	3.1017500000000006e-7	1
